player,Value,team,nation,position,age,matches_played,starts,minutes,goals,assists,yellow_cards,red_cards,xG,xAG,PrgC,PrgP,Prgr,Gls/90,Ast/90,xG/90,xGA/90,SoT%,SoT/90,G/sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,Long_Cmp%,KP,1/3,PPA,CrsPA,PrgP/passing,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att,Succ%,Tkld%,Carries,ProDist,ProgC,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Lost,Blocks,Sh,Pass,Int,SCA,SCA90,GCA,GCA90,Fls,Fld,Off,Crs,Recov,Won,Won%,GA90,Save%,CS%,PSave%
Omari Hutchinson,€27.6M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,"MF,FW",21,27.0,26.0,2223.0,3.0,2.0,5.0,0.0,2.3,2.5,71.0,69.0,131.0,0.12,0.08,0.09,0.1,44.4,0.65,0.08,20.8,581.0,78.3,9129.0,88.2,84.6,52.7,23.0,35.0,20.0,9.0,69.0,1061.0,12.0,168.0,450.0,463.0,74.0,45.0,39.5,47.4,645.0,4832.0,71.0,30.0,68.0,55.0,748.0,131.0,30.0,11.0,22.0,24.0,1.0,23.0,10.0,64.0,2.59,6.0,0.24,28.0,36.0,4.0,56.0,90.0,6.0,21.4,N/a,N/a,N/a,N/a
Axel Tuanzebe,€27.5M,"2024-2025 Ipswich Town Stats
(Premier League)",cd COD,DF,27,17.0,16.0,1355.0,0.0,1.0,5.0,1.0,0.2,0.3,8.0,45.0,8.0,0.0,0.07,0.01,0.02,0.0,0.0,0.0,15.7,511.0,83.0,7878.0,90.8,82.0,57.5,4.0,6.0,2.0,0.0,45.0,749.0,75.0,318.0,336.0,101.0,6.0,24.0,40.0,60.0,322.0,1446.0,8.0,1.0,11.0,1.0,392.0,8.0,28.0,16.0,16.0,13.0,6.0,7.0,21.0,11.0,0.73,2.0,0.13,12.0,11.0,0.0,6.0,41.0,12.0,42.9,N/a,N/a,N/a,N/a
Keane Lewis-Potter,€27.3M,"2024-2025 Brentford Stats
(Premier League)",eng ENG,"DF,FW",24,32.0,30.0,2639.0,1.0,2.0,5.0,0.0,2.6,2.5,90.0,85.0,136.0,0.03,0.07,0.09,0.09,51.9,0.48,0.04,20.5,828.0,76.7,13524.0,89.2,78.3,49.0,21.0,61.0,39.0,14.0,85.0,1376.0,92.0,415.0,527.0,451.0,69.0,41.0,38.9,51.1,721.0,5297.0,90.0,34.0,41.0,18.0,813.0,136.0,43.0,25.0,32.0,24.0,9.0,15.0,17.0,63.0,2.15,7.0,0.24,13.0,26.0,4.0,66.0,128.0,26.0,44.8,N/a,N/a,N/a,N/a
Lesley Ugochukwu,€27.1M,"2024-2025 Southampton Stats
(Premier League)",fr FRA,MF,21,21.0,13.0,1267.0,0.0,1.0,5.0,0.0,0.7,1.0,22.0,47.0,19.0,0.0,0.07,0.05,0.07,0.0,0.0,0.0,18.8,474.0,84.9,7305.0,88.1,91.7,57.1,13.0,11.0,6.0,1.0,47.0,696.0,34.0,156.0,404.0,142.0,19.0,30.0,70.8,25.0,380.0,2022.0,22.0,5.0,8.0,9.0,480.0,19.0,43.0,20.0,12.0,23.0,7.0,16.0,10.0,21.0,1.49,1.0,0.07,26.0,13.0,0.0,5.0,49.0,14.0,53.8,N/a,N/a,N/a,N/a
Dwight McNeil,€27M,"2024-2025 Everton Stats
(Premier League)",eng ENG,"MF,FW",25,15.0,13.0,1145.0,3.0,4.0,1.0,0.0,0.9,3.8,32.0,61.0,65.0,0.24,0.31,0.07,0.3,34.8,0.63,0.13,22.0,378.0,73.4,7197.0,86.3,81.4,53.8,33.0,29.0,33.0,10.0,61.0,621.0,2.0,61.0,269.0,306.0,18.0,17.0,54.1,43.2,361.0,2255.0,32.0,4.0,22.0,24.0,417.0,65.0,11.0,6.0,14.0,7.0,0.0,7.0,5.0,61.0,4.79,7.0,0.55,6.0,13.0,1.0,91.0,64.0,3.0,17.6,N/a,N/a,N/a,N/a
Evanilson,€26.9M,"2024-2025 Bournemouth Stats
(Premier League)",br BRA,FW,25,24.0,21.0,1723.0,9.0,0.0,0.0,0.0,10.3,1.5,24.0,17.0,79.0,0.47,0.0,0.54,0.08,49.1,1.41,0.16,13.0,173.0,69.5,2106.0,73.5,70.6,80.0,21.0,13.0,2.0,0.0,17.0,408.0,15.0,31.0,154.0,225.0,101.0,9.0,31.6,36.8,249.0,1355.0,24.0,13.0,28.0,19.0,291.0,79.0,11.0,6.0,52.0,8.0,1.0,7.0,0.0,53.0,2.77,7.0,0.37,26.0,40.0,14.0,0.0,52.0,32.0,38.1,N/a,N/a,N/a,N/a
Sepp van den Berg,€26.4M,"2024-2025 Brentford Stats
(Premier League)",nl NED,DF,23,25.0,23.0,2046.0,0.0,0.0,2.0,0.0,1.3,0.2,7.0,60.0,27.0,0.0,0.0,0.06,0.01,30.8,0.18,0.0,11.3,828.0,83.8,14125.0,87.1,88.0,64.7,4.0,9.0,3.0,1.0,60.0,1259.0,228.0,638.0,471.0,153.0,38.0,24.0,57.1,42.9,540.0,2665.0,7.0,0.0,13.0,5.0,696.0,27.0,34.0,21.0,62.0,45.0,31.0,14.0,18.0,19.0,0.84,2.0,0.09,18.0,5.0,1.0,7.0,76.0,76.0,55.1,N/a,N/a,N/a,N/a
Kyle Walker-Peters,€26.3M,"2024-2025 Southampton Stats
(Premier League)",eng ENG,DF,28,30.0,30.0,2648.0,0.0,2.0,5.0,0.0,0.6,2.7,108.0,129.0,127.0,0.0,0.07,0.02,0.09,29.4,0.17,0.0,19.1,1380.0,88.3,20848.0,94.0,90.0,61.4,23.0,66.0,29.0,4.0,129.0,1859.0,139.0,568.0,808.0,497.0,53.0,33.0,38.8,45.0,1152.0,7334.0,108.0,22.0,29.0,35.0,1309.0,127.0,43.0,28.0,20.0,25.0,14.0,11.0,17.0,55.0,1.87,6.0,0.2,26.0,47.0,2.0,51.0,123.0,10.0,33.3,N/a,N/a,N/a,N/a
Tosin Adarabioyo,€26.2M,"2024-2025 Chelsea Stats
(Premier League)",eng ENG,DF,27,19.0,13.0,1227.0,1.0,1.0,3.0,0.0,0.9,0.2,5.0,37.0,1.0,0.07,0.07,0.07,0.02,16.7,0.15,0.08,12.5,984.0,91.4,18002.0,95.7,94.8,60.6,1.0,2.0,1.0,0.0,37.0,1193.0,159.0,567.0,601.0,26.0,13.0,12.0,75.0,0.0,710.0,2932.0,5.0,0.0,3.0,0.0,913.0,1.0,14.0,10.0,26.0,9.0,7.0,2.0,10.0,12.0,0.88,1.0,0.07,8.0,6.0,1.0,0.0,34.0,36.0,58.1,N/a,N/a,N/a,N/a
Igor,€25.9M,"2024-2025 Brighton & Hove Albion Stats
(Premier League)",br BRA,DF,27,12.0,9.0,903.0,0.0,0.0,4.0,0.0,0.0,0.2,9.0,44.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,14.1,628.0,92.1,11358.0,96.5,95.2,71.4,1.0,14.0,2.0,1.0,44.0,764.0,109.0,377.0,353.0,38.0,1.0,10.0,75.0,25.0,497.0,2837.0,9.0,0.0,1.0,0.0,568.0,0.0,4.0,4.0,6.0,23.0,14.0,9.0,4.0,11.0,1.1,0.0,0.0,9.0,6.0,0.0,2.0,40.0,8.0,57.1,N/a,N/a,N/a,N/a
Maxence Lacroix,€25.8M,"2024-2025 Crystal Palace Stats
(Premier League)",fr FRA,DF,25,28.0,28.0,2486.0,1.0,1.0,5.0,0.0,2.8,0.4,8.0,54.0,6.0,0.04,0.04,0.1,0.01,20.0,0.18,0.04,11.8,1023.0,82.4,21176.0,85.4,91.2,56.9,4.0,4.0,2.0,1.0,54.0,1610.0,290.0,986.0,564.0,67.0,32.0,43.0,61.5,23.1,868.0,4130.0,8.0,0.0,18.0,3.0,960.0,6.0,63.0,38.0,44.0,38.0,13.0,25.0,46.0,24.0,0.87,4.0,0.14,31.0,18.0,1.0,6.0,114.0,52.0,54.2,N/a,N/a,N/a,N/a
Mads Hermansen,€25.7M,"2024-2025 Leicester City Stats
(Premier League)",dk DEN,GK,24,25.0,25.0,2205.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,602.0,61.2,15807.0,98.6,94.7,33.2,0.0,0.0,1.0,0.0,1.0,1050.0,756.0,1010.0,42.0,0.0,0.0,1.0,100.0,0.0,668.0,3363.0,0.0,0.0,1.0,0.0,571.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.12,0.0,0.0,0.0,2.0,0.0,0.0,14.0,4.0,80.0,2.2,64.1,4.0,25.0
Ryan Christie,€25.6M,"2024-2025 Bournemouth Stats
(Premier League)",sct SCO,MF,30,29.0,27.0,2117.0,2.0,3.0,9.0,0.0,1.8,3.5,34.0,137.0,44.0,0.09,0.13,0.08,0.15,36.4,0.51,0.06,19.6,837.0,79.3,14882.0,88.2,87.9,48.8,41.0,40.0,33.0,5.0,137.0,1376.0,74.0,256.0,773.0,372.0,46.0,64.0,47.9,45.8,726.0,3802.0,34.0,8.0,44.0,25.0,777.0,44.0,54.0,33.0,28.0,44.0,11.0,33.0,30.0,85.0,3.62,9.0,0.38,43.0,31.0,1.0,48.0,182.0,20.0,41.7,N/a,N/a,N/a,N/a
Kenny Tete,€25.6M,"2024-2025 Fulham Stats
(Premier League)",nl NED,DF,29,16.0,15.0,1271.0,0.0,2.0,3.0,0.0,1.0,0.7,33.0,42.0,39.0,0.0,0.14,0.07,0.05,11.1,0.14,0.0,16.4,576.0,81.6,9210.0,91.5,80.0,63.9,5.0,17.0,6.0,4.0,42.0,881.0,48.0,273.0,383.0,232.0,26.0,28.0,47.1,23.5,460.0,2301.0,33.0,7.0,16.0,10.0,511.0,39.0,41.0,27.0,11.0,19.0,6.0,13.0,28.0,23.0,1.63,3.0,0.21,23.0,13.0,0.0,19.0,50.0,15.0,57.7,N/a,N/a,N/a,N/a
Tomáš Souček,€25.6M,"2024-2025 West Ham United Stats
(Premier League)",cz CZE,MF,30,29.0,25.0,2150.0,7.0,1.0,8.0,0.0,5.3,1.0,6.0,66.0,58.0,0.29,0.04,0.22,0.04,25.5,0.5,0.15,11.4,598.0,73.4,10053.0,78.7,76.8,69.0,14.0,10.0,8.0,1.0,66.0,1070.0,105.0,293.0,526.0,255.0,93.0,34.0,54.5,45.5,413.0,1237.0,6.0,3.0,16.0,10.0,643.0,58.0,36.0,18.0,65.0,33.0,16.0,17.0,14.0,43.0,1.8,3.0,0.13,39.0,23.0,4.0,11.0,50.0,86.0,57.0,N/a,N/a,N/a,N/a
Jacob Greaves,€25.4M,"2024-2025 Ipswich Town Stats
(Premier League)",eng ENG,DF,24,19.0,19.0,1665.0,1.0,0.0,4.0,0.0,1.2,0.0,6.0,48.0,4.0,0.05,0.0,0.07,0.0,50.0,0.22,0.13,8.3,759.0,87.4,12401.0,93.0,92.1,41.3,2.0,8.0,1.0,0.0,48.0,1064.0,222.0,582.0,426.0,60.0,15.0,22.0,50.0,50.0,503.0,2156.0,6.0,0.0,7.0,2.0,673.0,4.0,27.0,13.0,36.0,27.0,19.0,8.0,17.0,12.0,0.65,0.0,0.0,9.0,16.0,1.0,0.0,42.0,54.0,60.0,N/a,N/a,N/a,N/a
Wout Faes,€25.3M,"2024-2025 Leicester City Stats
(Premier League)",be BEL,DF,27,28.0,24.0,2275.0,1.0,0.0,3.0,0.0,1.4,0.1,11.0,72.0,1.0,0.04,0.0,0.05,0.0,9.1,0.04,0.09,10.0,1082.0,86.9,20017.0,93.3,94.5,52.0,4.0,12.0,5.0,0.0,72.0,1531.0,246.0,744.0,730.0,65.0,26.0,41.0,80.0,20.0,873.0,4107.0,11.0,2.0,15.0,5.0,998.0,1.0,38.0,23.0,30.0,42.0,30.0,12.0,25.0,12.0,0.47,0.0,0.0,20.0,9.0,1.0,5.0,76.0,40.0,57.1,N/a,N/a,N/a,N/a
Mateo Kovačić,€25.3M,"2024-2025 Manchester City Stats
(Premier League)",hr CRO,MF,30,26.0,21.0,1857.0,5.0,1.0,5.0,0.0,1.6,3.5,48.0,134.0,14.0,0.24,0.05,0.08,0.17,25.7,0.44,0.14,21.9,1450.0,92.8,22292.0,95.1,95.7,62.0,28.0,65.0,26.0,0.0,134.0,1766.0,43.0,258.0,1003.0,525.0,15.0,57.0,52.6,28.9,1189.0,6983.0,48.0,3.0,16.0,28.0,1430.0,14.0,58.0,34.0,7.0,18.0,0.0,18.0,19.0,58.0,2.81,6.0,0.29,22.0,21.0,0.0,0.0,101.0,9.0,56.3,N/a,N/a,N/a,N/a
Tyrick Mitchell,€25.1M,"2024-2025 Crystal Palace Stats
(Premier League)",eng ENG,DF,25,31.0,31.0,2582.0,0.0,4.0,2.0,0.0,1.2,5.3,52.0,56.0,145.0,0.0,0.14,0.04,0.19,18.2,0.07,0.0,13.4,830.0,72.0,13435.0,84.1,74.6,41.3,35.0,31.0,27.0,13.0,56.0,1480.0,95.0,513.0,568.0,412.0,39.0,39.0,42.9,46.4,687.0,3198.0,52.0,9.0,33.0,26.0,764.0,145.0,77.0,49.0,21.0,56.0,11.0,45.0,13.0,61.0,2.13,5.0,0.17,17.0,22.0,2.0,90.0,146.0,17.0,44.7,N/a,N/a,N/a,N/a
Santiago Bueno,€25.1M,"2024-2025 Wolverhampton Wanderers Stats
(Premier League)",uy URU,DF,26,25.0,17.0,1581.0,0.0,0.0,2.0,0.0,0.4,0.0,1.0,27.0,1.0,0.0,0.0,0.02,0.0,50.0,0.17,0.0,14.0,702.0,88.0,12901.0,92.5,93.8,56.8,0.0,2.0,1.0,0.0,27.0,958.0,156.0,486.0,456.0,19.0,6.0,18.0,0.0,100.0,523.0,2659.0,1.0,0.0,2.0,2.0,625.0,1.0,33.0,17.0,31.0,32.0,18.0,14.0,14.0,11.0,0.63,4.0,0.23,26.0,5.0,0.0,0.0,42.0,34.0,52.3,N/a,N/a,N/a,N/a
Iliman Ndiaye,€24.9M,"2024-2025 Everton Stats
(Premier League)",sn SEN,FW,25,27.0,24.0,2039.0,7.0,0.0,3.0,0.0,5.0,1.5,76.0,42.0,103.0,0.31,0.0,0.22,0.07,44.8,0.57,0.17,17.2,488.0,80.3,7401.0,85.2,85.7,70.2,16.0,38.0,14.0,5.0,42.0,913.0,32.0,190.0,370.0,400.0,72.0,44.0,45.4,47.7,526.0,4144.0,76.0,29.0,45.0,38.0,552.0,103.0,46.0,24.0,17.0,24.0,4.0,20.0,17.0,56.0,2.47,5.0,0.22,21.0,44.0,5.0,35.0,152.0,4.0,19.0,N/a,N/a,N/a,N/a
Ismaila Sarr,€24.9M,"2024-2025 Crystal Palace Stats
(Premier League)",sn SEN,"MF,FW",27,31.0,24.0,2200.0,7.0,4.0,3.0,0.0,8.2,6.7,61.0,71.0,156.0,0.29,0.16,0.34,0.27,54.5,0.98,0.16,13.7,407.0,66.4,6097.0,74.6,70.5,46.3,34.0,38.0,35.0,7.0,71.0,891.0,36.0,146.0,342.0,412.0,109.0,23.0,28.0,54.0,487.0,3038.0,61.0,24.0,57.0,39.0,604.0,156.0,21.0,10.0,44.0,21.0,7.0,14.0,7.0,92.0,3.76,9.0,0.37,11.0,44.0,10.0,44.0,91.0,27.0,38.0,N/a,N/a,N/a,N/a
Robert Sánchez,€24.8M,"2024-2025 Chelsea Stats
(Premier League)",es ESP,GK,27,26.0,26.0,2340.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,N/a,N/a,735.0,71.7,17643.0,99.4,96.0,38.9,1.0,0.0,1.0,0.0,1.0,1089.0,800.0,1078.0,11.0,0.0,0.0,1.0,N/a,N/a,730.0,3525.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.23,2.0,0.08,2.0,3.0,0.0,0.0,38.0,6.0,100.0,1.15,76.8,26.9,20.0
Tyler Adams,€24.5M,"2024-2025 Bournemouth Stats
(Premier League)",us USA,MF,26,21.0,14.0,1380.0,0.0,3.0,4.0,0.0,1.2,0.8,11.0,54.0,7.0,0.0,0.2,0.08,0.05,16.7,0.07,0.0,18.7,607.0,83.4,9588.0,88.9,87.8,55.6,13.0,15.0,2.0,1.0,54.0,939.0,40.0,239.0,545.0,164.0,12.0,57.0,14.3,64.3,448.0,2051.0,11.0,1.0,21.0,9.0,500.0,7.0,70.0,43.0,15.0,24.0,6.0,18.0,29.0,30.0,1.96,4.0,0.26,34.0,17.0,0.0,3.0,82.0,24.0,61.5,N/a,N/a,N/a,N/a
Alisson,€24.5M,"2024-2025 Liverpool Stats
(Premier League)",br BRA,GK,32,22.0,22.0,1968.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,N/a,0.0,N/a,N/a,564.0,82.5,12593.0,98.8,98.7,47.1,1.0,0.0,0.0,0.0,0.0,726.0,534.0,712.0,14.0,0.0,0.0,1.0,100.0,0.0,465.0,1862.0,0.0,0.0,1.0,0.0,430.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.27,1.0,0.05,0.0,1.0,0.0,0.0,38.0,6.0,100.0,0.87,72.1,36.4,N/a
Jesper Lindstrøm,€24.4M,"2024-2025 Everton Stats
(Premier League)",dk DEN,FW,25,25.0,15.0,1239.0,0.0,1.0,2.0,0.0,2.1,2.0,30.0,25.0,81.0,0.0,0.07,0.15,0.15,35.7,0.73,0.0,21.0,297.0,69.4,4593.0,86.2,65.7,44.6,19.0,19.0,12.0,7.0,25.0,625.0,22.0,127.0,206.0,303.0,40.0,55.0,18.6,72.1,302.0,1627.0,30.0,7.0,31.0,24.0,347.0,81.0,45.0,25.0,12.0,15.0,3.0,12.0,12.0,46.0,3.35,1.0,0.07,15.0,10.0,1.0,71.0,70.0,6.0,33.3,N/a,N/a,N/a,N/a
Marcus Tavernier,€24.4M,"2024-2025 Bournemouth Stats
(Premier League)",eng ENG,"FW,MF",26,22.0,16.0,1505.0,3.0,5.0,5.0,0.0,5.2,2.8,36.0,95.0,101.0,0.18,0.3,0.31,0.17,31.9,0.9,0.06,20.4,498.0,72.2,8483.0,86.7,77.7,43.4,36.0,33.0,28.0,9.0,95.0,905.0,17.0,100.0,345.0,480.0,47.0,25.0,42.6,51.1,510.0,3047.0,36.0,7.0,36.0,41.0,571.0,101.0,38.0,23.0,29.0,12.0,2.0,10.0,4.0,82.0,4.9,10.0,0.6,23.0,20.0,4.0,88.0,92.0,21.0,42.0,N/a,N/a,N/a,N/a
Beto,€24.4M,"2024-2025 Everton Stats
(Premier League)",gw GNB,FW,27,24.0,10.0,1101.0,6.0,0.0,2.0,0.0,6.1,0.8,12.0,9.0,58.0,0.49,0.0,0.49,0.06,51.5,1.39,0.18,13.3,111.0,57.2,1513.0,68.8,49.2,87.5,8.0,8.0,2.0,0.0,9.0,376.0,20.0,39.0,165.0,177.0,63.0,7.0,53.3,43.3,201.0,1003.0,12.0,9.0,48.0,29.0,272.0,58.0,12.0,6.0,83.0,5.0,1.0,4.0,3.0,17.0,1.39,0.0,0.0,28.0,16.0,12.0,2.0,29.0,69.0,45.4,N/a,N/a,N/a,N/a
Orel Mangala,€24.4M,"2024-2025 Everton Stats
(Premier League)",be BEL,MF,27,19.0,14.0,1261.0,1.0,0.0,2.0,0.0,1.1,0.6,6.0,34.0,19.0,0.07,0.0,0.08,0.05,37.5,0.43,0.06,22.1,437.0,89.2,6998.0,90.5,94.9,76.7,8.0,6.0,8.0,1.0,34.0,621.0,22.0,133.0,335.0,157.0,13.0,8.0,58.3,37.5,298.0,1574.0,6.0,3.0,12.0,12.0,406.0,19.0,16.0,8.0,8.0,8.0,3.0,5.0,21.0,24.0,1.72,1.0,0.07,24.0,17.0,2.0,6.0,49.0,6.0,42.9,N/a,N/a,N/a,N/a
Victor Bernth Kristiansen,€23.9M,"2024-2025 Leicester City Stats
(Premier League)",dk DEN,DF,22,28.0,28.0,2380.0,0.0,1.0,1.0,0.0,0.3,1.4,39.0,69.0,75.0,0.0,0.04,0.01,0.05,0.0,0.0,0.0,17.7,1007.0,77.6,16181.0,89.6,80.1,41.4,18.0,25.0,23.0,18.0,69.0,1581.0,113.0,564.0,711.0,319.0,15.0,87.0,47.1,47.1,800.0,3839.0,39.0,5.0,13.0,12.0,872.0,75.0,85.0,50.0,42.0,37.0,14.0,23.0,40.0,41.0,1.55,3.0,0.11,17.0,17.0,3.0,96.0,97.0,19.0,31.1,N/a,N/a,N/a,N/a
Jordan Pickford,€23.8M,"2024-2025 Everton Stats
(Premier League)",eng ENG,GK,31,32.0,32.0,2880.0,0.0,1.0,6.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.03,0.0,0.01,N/a,0.0,N/a,N/a,864.0,65.2,27839.0,99.2,98.4,45.8,2.0,0.0,8.0,0.0,0.0,1418.0,924.0,1355.0,64.0,0.0,0.0,2.0,N/a,N/a,788.0,4815.0,0.0,0.0,2.0,0.0,690.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.37,2.0,0.06,0.0,6.0,0.0,0.0,28.0,4.0,80.0,1.19,71.0,31.3,100.0
Wes Burns,€23.7M,"2024-2025 Ipswich Town Stats
(Premier League)",wls WAL,"FW,DF",30,18.0,12.0,926.0,0.0,1.0,1.0,0.0,0.5,1.6,38.0,8.0,65.0,0.0,0.1,0.05,0.16,14.3,0.1,0.0,18.3,153.0,60.5,2416.0,80.4,65.4,38.9,10.0,13.0,8.0,7.0,8.0,350.0,21.0,69.0,129.0,160.0,18.0,10.0,37.5,58.3,216.0,1458.0,38.0,10.0,17.0,13.0,220.0,65.0,13.0,11.0,21.0,7.0,2.0,5.0,10.0,16.0,1.55,1.0,0.1,4.0,11.0,0.0,46.0,50.0,8.0,27.6,N/a,N/a,N/a,N/a
Carlos Soler,€23.3M,"2024-2025 West Ham United Stats
(Premier League)",es ESP,"MF,FW",28,27.0,13.0,1257.0,1.0,1.0,5.0,0.0,1.7,1.2,15.0,51.0,28.0,0.07,0.07,0.12,0.09,30.4,0.5,0.04,18.6,479.0,84.5,7540.0,94.4,84.7,52.9,14.0,16.0,11.0,0.0,51.0,675.0,23.0,164.0,342.0,174.0,22.0,20.0,44.4,50.0,314.0,1571.0,15.0,4.0,10.0,14.0,456.0,28.0,12.0,10.0,11.0,17.0,4.0,13.0,8.0,45.0,3.22,2.0,0.14,24.0,16.0,0.0,29.0,60.0,9.0,45.0,N/a,N/a,N/a,N/a
James Garner,€23.2M,"2024-2025 Everton Stats
(Premier League)",eng ENG,"MF,DF",24,15.0,11.0,1054.0,0.0,1.0,3.0,0.0,0.3,1.1,7.0,31.0,22.0,0.0,0.09,0.03,0.09,28.6,0.17,0.0,24.1,356.0,71.3,6140.0,83.1,80.5,43.0,10.0,10.0,5.0,2.0,31.0,616.0,29.0,153.0,293.0,176.0,9.0,29.0,38.5,61.5,282.0,1182.0,7.0,1.0,9.0,7.0,315.0,22.0,28.0,18.0,8.0,13.0,3.0,10.0,14.0,26.0,2.22,4.0,0.34,15.0,12.0,0.0,44.0,55.0,10.0,55.6,N/a,N/a,N/a,N/a
Emiliano Martínez,€23M,"2024-2025 Aston Villa Stats
(Premier League)",ar ARG,GK,32,31.0,31.0,2700.0,0.0,0.0,4.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.02,N/a,0.0,N/a,N/a,928.0,80.0,23885.0,97.6,98.2,50.8,1.0,0.0,0.0,0.0,3.0,1217.0,913.0,1202.0,15.0,0.0,0.0,1.0,100.0,0.0,732.0,3703.0,0.0,0.0,1.0,0.0,668.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,5.0,0.17,1.0,0.03,1.0,5.0,0.0,0.0,28.0,7.0,87.5,1.4,65.8,16.1,50.0
Dean Henderson,€22.7M,"2024-2025 Crystal Palace Stats
(Premier League)",eng ENG,GK,28,31.0,31.0,2790.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,628.0,62.6,16822.0,99.4,99.3,30.5,2.0,0.0,1.0,0.0,0.0,1085.0,883.0,1082.0,2.0,1.0,1.0,6.0,N/a,N/a,619.0,3708.0,0.0,0.0,2.0,0.0,478.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,91.7,1.29,68.5,29.0,50.0
Ethan Pinnock,€22.3M,"2024-2025 Brentford Stats
(Premier League)",jm JAM,DF,31,22.0,21.0,1913.0,2.0,0.0,2.0,0.0,1.1,1.2,3.0,41.0,9.0,0.09,0.0,0.05,0.05,60.0,0.28,0.2,11.1,924.0,85.6,17045.0,94.2,89.4,57.9,8.0,4.0,4.0,1.0,41.0,1348.0,294.0,783.0,457.0,109.0,24.0,24.0,33.3,66.7,633.0,3117.0,3.0,0.0,2.0,4.0,760.0,9.0,35.0,19.0,43.0,29.0,18.0,11.0,24.0,21.0,0.99,0.0,0.0,8.0,4.0,0.0,9.0,50.0,63.0,59.4,N/a,N/a,N/a,N/a
Vitaly Janelt,€22.2M,"2024-2025 Brentford Stats
(Premier League)",de GER,MF,26,31.0,27.0,2250.0,1.0,3.0,3.0,0.0,0.8,2.2,17.0,80.0,37.0,0.04,0.12,0.03,0.09,28.6,0.16,0.07,17.7,870.0,82.5,14434.0,90.6,85.3,55.9,13.0,18.0,23.0,7.0,80.0,1284.0,118.0,417.0,574.0,302.0,31.0,35.0,27.3,54.5,650.0,3007.0,17.0,3.0,16.0,10.0,813.0,37.0,37.0,21.0,11.0,33.0,9.0,24.0,27.0,31.0,1.24,3.0,0.12,24.0,15.0,1.0,29.0,107.0,19.0,63.3,N/a,N/a,N/a,N/a
Dara O'Shea,€21.8M,"2024-2025 Ipswich Town Stats
(Premier League)",ie IRL,DF,26,29.0,29.0,2582.0,0.0,2.0,6.0,0.0,1.1,0.5,3.0,68.0,6.0,0.0,0.07,0.04,0.02,10.5,0.07,0.0,13.7,1049.0,77.5,20962.0,86.1,84.9,50.4,3.0,2.0,2.0,1.0,68.0,1727.0,334.0,994.0,629.0,109.0,46.0,28.0,50.0,50.0,767.0,3373.0,3.0,0.0,11.0,4.0,986.0,6.0,40.0,25.0,71.0,56.0,45.0,11.0,31.0,19.0,0.66,3.0,0.1,15.0,21.0,3.0,5.0,96.0,97.0,57.7,N/a,N/a,N/a,N/a
John McGinn,€21.6M,"2024-2025 Aston Villa Stats
(Premier League)",sct SCO,"MF,FW",30,28.0,23.0,1891.0,1.0,3.0,7.0,0.0,2.5,3.3,27.0,87.0,66.0,0.05,0.14,0.12,0.16,12.5,0.14,0.04,16.6,615.0,83.2,10384.0,91.3,86.7,61.1,26.0,16.0,26.0,7.0,87.0,919.0,22.0,143.0,498.0,288.0,47.0,22.0,39.5,27.9,510.0,2522.0,27.0,5.0,32.0,24.0,651.0,66.0,27.0,18.0,7.0,16.0,1.0,15.0,11.0,63.0,3.0,6.0,0.29,43.0,60.0,3.0,48.0,87.0,15.0,68.2,N/a,N/a,N/a,N/a
